name,address,nation,hhid,industry,sic_code,type,est_of_ownership
petronas lubricants italy spa,"via santena 1, villastellone, 10029, torino, italy",it05082750968,h-it0072557230,manufacturing,petroleum refiner  2911 ,corporation,1912
adi energia srl,"viale certosa 239, milano, 20151, milano, italy",it10354910969,h-it0061243132,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2018
amazon italia logistica srl,"viale monte grappa 3/5, milano, 20124, milano, italy",it07231660965,h-it0019964625,"transportation, communications, electric, gas, and sanitary services",transportation services  4789 ,corporation,2010
credito emiliano spa,"via emilia san pietro 4, reggio emilia, 42121, reggio emilia, italy",it00766790356,h-it0068365128,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,1973
deutsche bank spa,"piazza del calendario 3, milano, 20126, milano, italy",it01340740156,h-it0009886419,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,1917
bunge italia spa,"via baiona 203, ravenna, 48123, ravenna, italy",it01532980388,h-it0057316376,manufacturing,mfg edible fats/oils  2079 ,corporation,2000
enel global services srl,"viale regina margherita 125, roma, 00198, roma, italy",it15416261004,h-it0216488695,services,computer related services  7379 ,corporation,2019
farvima holding srl,"via napoli 220, casandrino, 80025, napoli, italy",it01465051215,h-it0069463166,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1989
sogegross spa,"lungotorrente secca 3/a, genova, 16163, genova, italy",it01226470993,h-it0061847526,wholesale trade,whol groceries  5149 ,corporation,1986
gruppo arena spa,"via giuseppe mazzini 36, valguarnera caropepe, 94019, enna, italy",it01213020868,h-it0043684491,"finance, insurance, and real estate",holding company  6719 ,corporation,2014
eni angola spa,"via emilia 1, san donato milanese, 20097, milano, italy",it05782480965,h-it0002561107,mining,crude petroleum/natural gas production  1311 ,corporation,2007
ferrovial construccion sa,"foro buonaparte 67, milano, 20121, milano, italy",it12400940156,h-it0073073571,construction,highway/street construction  1611 ,foreign company,1999
alfa acciai spa,"via san polo 152, brescia, 25134, brescia, italy",it00988040176,h-it0012802263,manufacturing,blast furnace-steel works  3312 ,corporation,1978
cambielli edilfriuli spa,"via assano 1791, cesena, 47521, forli'-cesena, italy",it00721560159,h-it0012313475,wholesale trade,whol plumbing equipment/supplies  5074 ,corporation,1919
comdata spa,"via sebastiano caboto 1, corsico, 20094, milano, italy",it07790430966,h-it0018891764,services,business services  7389 ,corporation,2012
shell energy italia srl,"viale thomas alva edison 110, sesto san giovanni, 20099, milano, italy",it04522681008,h-it0039270270,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,1993
fattoria san michele a torri srl,"via san michele 36, scandicci, 50018, firenze, italy",it03899450484,h-it0046709703,"finance, insurance, and real estate",real property lessor  6519 ,corporation,1987
bottega veneta srl,"localita' conti maltraverso 1, montebello vicentino, 36054, vicenza, italy",it01824610248,h-it0009268642,manufacturing,mfg luggage  3161 ,corporation,1968
bolton food spa,"via einaudi 18/22, cermenate, 22072, como, italy",it00197980139,h-it0008233624,manufacturing,mfg prepared meats  2013 ,corporation,1951
silmar group spa,"localita' merlaro 2, vestone, 25078, brescia, italy",it00681790986,h-it0074963252,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1985
ferretti spa,"via giovanni ansaldo 7, forli', 47122, forli'-cesena, italy",it04485970968,h-it0007919220,manufacturing,boat building/repairing  3732 ,corporation,2004
ferretti international holding spa,"via alessandro manzoni 41, milano, 20121, milano, italy",it07739200967,h-it0018463061,"finance, insurance, and real estate",holding company  6719 ,corporation,2012
dalmine spa,"piazza caduti 6 luglio 1944 1, dalmine, 24044, bergamo, italy",it02149710168,h-it0008507155,manufacturing,mfg steel pipe/tubes  3317 ,corporation,1920
banca popolare di sondrio spa,"piazza giuseppe garibaldi 16, sondrio, 23100, sondrio, italy",it00053810149,h-it0049413783,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,1871
general cavi spa,"via dell'industria 22, conselice, 48017, ravenna, italy",it01208310399,h-it0070462135,manufacturing,mfg conductive wiring devices  3643 ,corporation,1992
solvay specialty polymers italy spa,"viale lombardia 20, bollate, 20021, milano, italy",it03521920961,h-it0003962121,manufacturing,mfg industrial inorganic chemicals  2819 ,corporation,1971
arcese holding sapa di eleuterio arcese e c,"via aldo moro 95, arco, 38062, trento, italy",it01725840225,h-it0007815514,"finance, insurance, and real estate",holding company  6719 ,corporation,2001
infineum italia srl,"strada di scorrimento 2, vado ligure, 17047, savona, italy",it12640380155,h-it0001742299,manufacturing,mfg chemical preparations  2899 ,corporation,1998
smeg spa,"via leonardo da vinci 4, guastalla, 42016, reggio emilia, italy",it01555030350,h-it0002513277,manufacturing,mfg electric housewares/fans  3634 ,corporation,1985
sasol italy spa,"viale enrico forlanini 23, milano, 20134, milano, italy",it04758570826,h-it0032307985,manufacturing,mfg industrial organic chemicals  2869 ,corporation,1957
nordea investment funds sa,"via tortona 9, milano, 20144, milano, italy",97615180151,h-it0018764584,"finance, insurance, and real estate",investment advisory service  6282 ,foreign company,2012
sanpellegrino spa,"via del mulino 6, assago, 20057, milano, italy",it00753740158,h-it0008587930,services,misc personal services  7299 ,corporation,1899
retitalia spa,"via gaspare gozzi 1/a, milano, 20129, milano, italy",it04784780969,h-it0002368692,wholesale trade,whol petroleum products  5172 ,corporation,2005
unoenergy spa,"corso felice cavallotti 30, sanremo, 18038, imperia, italy",it01368720080,h-it0007913850,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,2004
united parcel service italia srl,"via gaudenzio fantoli 15/2 15/8, milano, 20138, milano, italy",it08537690151,h-it0054498589,"transportation, communications, electric, gas, and sanitary services",courier service  4215 ,corporation,1986
alstom ferroviaria spa,"via ottavio moreno 23, savigliano, 12038, cuneo, italy",it02791070044,h-it0075690152,manufacturing,mfg railroad equipment  3743 ,corporation,1950
elfin srl,"corso felice cavallotti 30, sanremo, 18038, imperia, italy",it01702610088,h-it0067882900,"finance, insurance, and real estate",holding company  6719 ,corporation,2019
uno holding srl,"via caldera 21, milano, 20153, milano, italy",it09142880963,h-it0046926836,"finance, insurance, and real estate",holding company  6719 ,corporation,2015
bticino spa,"viale luigi borri 231, varese, 21100, varese, italy",it10991860155,h-it0070586640,manufacturing,mfg switchgear/switchboards  3613 ,corporation,1945
prysmian powerlink srl,"via chiese 6, milano, 20126, milano, italy",it05931070964,h-it0002115379,manufacturing,mfg conductive wiring devices  3643 ,corporation,2007
compass banca spa,"foro buonaparte 10, milano, 20121, milano, italy",it00864530159,h-it0009567917,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1951
carlo colombo spa,"via regona 3, pizzighettone, 26026, cremona, italy",it05055530157,h-it0040846679,manufacturing,copper rolling/drawing  3351 ,corporation,1982
lb holding spa,"via colombara 113, venezia, 30176, venezia, italy",it04455700270,h-it0058540547,"finance, insurance, and real estate",holding company  6719 ,corporation,2017
verofin srl,"piazza giovine italia 3, milano, 20123, milano, italy",it06827090967,h-it0023945680,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,2009
umana spa,"via colombara 113, venezia, 30176, venezia, italy",it03171510278,h-it0073452858,services,help supply services  7363 ,corporation,1997
gruppo ltc spa,"via orna 35, brendola, 36040, vicenza, italy",it02796960249,h-it0070986819,"finance, insurance, and real estate",holding company  6719 ,corporation,1999
alliance healthcare italia distribuzione spa,"via moggia 75/a, lavagna, 16033, genova, italy",it00890881006,h-it0008848904,wholesale trade,whol drugs/sundries  5122 ,corporation,1949
montanwerke brixlegg aktiengesellschaft,"via bolzano 63, appiano sulla strada del vino, 39057, bolzano, italy",it03004230219,h-it0062581627,wholesale trade,metals service center  5051 ,foreign company,2018
societa' italiana per condotte d'acqua spa,"via salaria 1039, roma, 00138, roma, italy",it00904561008,h-it0023002832,construction,heavy construction  1629 ,corporation,1880
sacyr construccion sa,"via invorio 24/a, torino, 10146, torino, italy",it09177470011,h-it0007977557,construction,highway/street construction  1611 ,foreign company,2005
arneg spa,"via venezia 58, campo san martino, 35010, padova, italy",it00220200281,h-it0009445447,manufacturing,mfg refrigeration/heating equipment  3585 ,corporation,1963
general logistics systeitaly spa,"via basento 19, san giuliano milanese, 20098, milano, italy",it12144660151,h-it0070207895,services,business services  7389 ,corporation,1993
rizzoli corriere della sera mediagroup spa,"via angelo rizzoli 8, milano, 20132, milano, italy",it12086540155,h-it0072908513,manufacturing,misc publishing  2741 ,corporation,1997
metinvest trametal spa,"via xii ottobre 1, genova, 16121, genova, italy",it05956630965,h-it0002492334,manufacturing,blast furnace-steel works  3312 ,corporation,2007
sarlux srl,"galleria passarella 2, milano, 20122, milano, italy",it02093140925,h-it0072362200,manufacturing,petroleum refiner  2911 ,corporation,1992
seetech global industries spa,"via antonio pacinotti 3, bolzano, 39100, bolzano, italy",it02703600219,h-it0004673077,"finance, insurance, and real estate",holding company  6719 ,corporation,2011
henkel italia srl,"via carlo amoretti 78, milano, 20157, milano, italy",it09299750969,h-it0048467219,wholesale trade,whol home furnishings  5023 ,corporation,2015
unicoop tirreno soc coop,"strada statale s.s. aurelia km. 237 snc, piombino, 57025, livorno, italy",it00103530499,h-it0035238232,retail trade,ret groceries  5411 ,cooperative,1945
banco bpm vita spa,"via massaua 6, milano, 20146, milano, italy",it10769290155,h-it0008916993,"finance, insurance, and real estate",life insurance carrier  6311 ,corporation,1992
tod's spa,"via filippo della valle 1, sant'elpidio a mare, 63811, fermo, italy",it01113570442,h-it0042141826,manufacturing,mfg footwear-except rubber  3149 ,corporation,1900
divi finanziaria di diego della valle & c srl,"via settecamini 116, sant'elpidio a mare, 63811, fermo, italy",it01732500440,h-it0024746916,"finance, insurance, and real estate",holding company  6719 ,corporation,2002
tigros spa,"via del lavoro 45, solbiate arno, 21048, varese, italy",it12790620152,h-it0067919634,retail trade,ret groceries  5411 ,corporation,1979
unigra' srl,"via gardizza 9/b, conselice, 48017, ravenna, italy",it02403240399,h-it0019525346,manufacturing,mfg edible fats/oils  2079 ,corporation,1970
amissima vita spa,"mura di santa chiara 1, genova, 16128, genova, italy",it03723300103,h-it0031275737,"finance, insurance, and real estate",life insurance carrier  6311 ,corporation,1971
eli lilly italia spa,"via antonio gramsci 731/733, sesto fiorentino, 50019, firenze, italy",it00426150488,h-it0008953503,manufacturing,mfg pharmaceutical preparations  2834 ,corporation,1959
intesa sanpaolo assicura spa,"corso inghilterra 3, torino, 10138, torino, italy",it06995220016,h-it0072773529,"finance, insurance, and real estate",insurance carrier  6399 ,corporation,1995
ferriera valsider spa,"via antonio salieri 36, oppeano, 37050, verona, italy",it03067420236,h-it0075644894,manufacturing,mfg cold-rolled steel shapes  3316 ,corporation,2000
friul intagli industries spa,"via oderzo 68, prata di porde , 33080, porde , italy",it01586110262,h-it0069538484,manufacturing,mfg furniture/fixtures  2599 ,corporation,1968
costantin spa,"via canareggio 1823/1, borgo veneto, 35046, padova, italy",it02098230283,h-it0071269770,retail trade,gasoline service station  5541 ,corporation,1986
eurovo srl,"via mensa 3, lugo, 48022, ravenna, italy",it00727070393,h-it0034973583,manufacturing,mfg food preparations  2099 ,corporation,1981
prima sole components spa,"via casilina sud snc km90,200, torrice, 03020, frosi , italy",it00152970935,h-it0012418706,manufacturing,mfg plastic products  3089 ,corporation,1968
biesse spa,"via della meccanica 16, pesaro, 61122, pesaro e urbino, italy",it00113220412,h-it0011465840,manufacturing,mfg metalworking machinery  3549 ,corporation,1968
scm group spa,"via emilia 69/71/77, rimini, 47921, rimini, italy",it00126480409,h-it0012085162,manufacturing,mfg metalworking machinery  3549 ,corporation,1958
agfa,"via massimo gorki 69, cinisello balsamo, 20092, milano, italy",it08271110960,h-it0038266865,wholesale trade,whol industrial equipment  5084 ,foreign company,2013
bifin srl,"viale fratelli rosselli 46, pesaro, 61121, pesaro e urbino, italy",it01235440417,h-it0070351872,"finance, insurance, and real estate",holding company  6719 ,corporation,1992
dolce & gabbana srl,"via carlo goldoni 10, milano, 20129, milano, italy",it09297890155,h-it0051804646,manufacturing,mfg apparel/accessories  2389 ,corporation,1988
dana italia srl,"localita' linfano, arco, 38062, trento, italy",it01638270221,h-it0049590383,manufacturing,mfg power transmission equipment  3568 ,corporation,1988
flli martini & c spa,"via emilia 2614, longiano, 47020, forli'-cesena, italy",it00124030404,h-it0010756361,"finance, insurance, and real estate",holding company  6719 ,corporation,1961
dow italia divisione commerciale srl,"via francesco albani 65, milano, 20148, milano, italy",it13351750156,h-it0055693393,manufacturing,mfg chemical preparations  2899 ,corporation,2001
magna powertrain italia srl,"via dei ciclamini 4, modugno, 70026, bari, italy",it01167870623,h-it0067796354,"finance, insurance, and real estate",holding company  6719 ,corporation,1999
sicim spa,"via consolatico superiore 96/98, busseto, 43011, parma, italy",it00143470342,h-it0010808701,construction,operative builders  1531 ,corporation,1962
jaguar land rover italia spa,"viale alessandro marchetti 105, roma, 00148, roma, italy",it06070621005,h-it0075640449,retail trade,ret new/used automobiles  5511 ,corporation,2000
nova aeg spa,"via nelson mandela 4, vercelli, 13100, vercelli, italy",it02616630022,h-it0050822500,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2016
jas jet air service spa,"viuzzo di porto 4/b, scandicci, 50018, firenze, italy",it01921910152,h-it0009995455,"transportation, communications, electric, gas, and sanitary services",transportation services  4789 ,corporation,1974
acegasapsamga spa,"via del teatro 5, trieste, 34121, trieste, italy",it00930530324,h-it0004648218,"transportation, communications, electric, gas, and sanitary services",water supply service  4941 ,corporation,1997
siram spa,"via anna maria mozzoni 12, milano, 20152, milano, italy",it08786190150,h-it0047975709,construction,plumbing/heating/air conditioning contrac  1711 ,corporation,1987
lenovo italy srl,"via san bovio 3, segrate, 20054, milano, italy",it04771300961,h-it0073894281,manufacturing,mfg electronic computers  3571 ,corporation,2005
urbaser sa,"via consortile, avellino, 83100, avellino, italy",it13379651006,h-it0045887942,services,business services  7389 ,foreign company,2015
huawei technologies italia srl,"via lorenteggio 240, milano, 20147, milano, italy",it04501190963,h-it0007698003,wholesale trade,whol electronic parts/equipment  5065 ,corporation,2004
sace spa,"piazza poli 37/42, roma, 00187, roma, italy",it05804521002,h-it0072934069,"finance, insurance, and real estate",insurance carrier  6399 ,corporation,1977
ducati motor holding spa,"via antonio cavalieri ducati 3, bologna, 40132, bologna, italy",it05113870967,h-it0002492660,manufacturing,mfg motorcycles/bicycles  3751 ,corporation,1926
equensworldline se,"via enrico cialdini 16, milano, 20161, milano, italy",it08453720966,h-it0040267229,services,data processing/preparation  7374 ,foreign company,2013
itas istituto trentino alto adige per assicurazioni societa' mutua di assicurazioni,"piazza delle donne lavoratrici 2, trento, 38121, trento, italy",it00110750221,h-it0052080684,"finance, insurance, and real estate",insurance carrier  6399 ,cooperative,1821
lvmh italia spa,"largo augusto 8, milano, 20122, milano, italy",it13310290153,h-it0070531358,"finance, insurance, and real estate",holding company  6719 ,corporation,1991
farvima medicinali spa,"via napoli 220, casandrino, 80025, napoli, italy",it01239791211,h-it0012414328,wholesale trade,whol drugs/sundries  5122 ,corporation,1963
smurfit kappa italia spa,"strada serravalle 65, novi ligure, 15067, alessandria, italy",it02124341203,h-it0052087123,manufacturing,mfg corrugated/solid fiber boxes  2653 ,corporation,2000
blackrock netherlands bv,"piazza san fedele 2, milano, 20121, milano, italy",it10577660961,h-it0064239411,"finance, insurance, and real estate",misc business credit institutions  6159 ,foreign company,2018
schneider electric spa,"via circonvallazione est 1, stezzano, 24040, bergamo, italy",it02424870166,h-it0009032622,manufacturing,mfg switchgear/switchboards  3613 ,corporation,1960
omnicom media group srl,"via giovanni spadolini 5, milano, 20141, milano, italy",it09898830154,h-it0075083647,services,advertising agency  7311 ,corporation,1989
volvo group italia spa,"corso europa 2, boltiere, 24040, bergamo, italy",it02665600165,h-it0020242972,wholesale trade,whol autos/motor vehicles  5012 ,corporation,1982
italia srl,"via vitorchiano 151, roma, 00189, roma, italy",it00887261006,h-it0008053081,manufacturing,mfg medicinal/botanical products  2833 ,corporation,1956
gnutti carlo spa,"via artigiani 2, maclodio, 25030, brescia, italy",it03402160174,h-it0049311190,manufacturing,mfg power transmission equipment  3568 ,corporation,1981
l'oreal italia spa,"via francesco primaticcio 155, milano, 20147, milano, italy",it00471270017,h-it0008021260,retail trade,ret misc merchandise  5999 ,corporation,1936
italia marittima spa,"passeggio sant'andrea 4, trieste, 34123, trieste, italy",it00047820329,h-it0008021686,"transportation, communications, electric, gas, and sanitary services",water freight transportation  4449 ,corporation,1936
cura consorzio utilities ravenna soc cons arl,"via granarolo 175/3, faenza, 48018, ravenna, italy",it02019950399,h-it0072415665,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2000
progefin spa,"via bartolomeo zucchi 1, monza, 20900, monza e brianza, italy",it00804740967,h-it0072998423,construction,operative builders  1531 ,corporation,1985
glaxosmithkline spa,"viale dell'agricoltura 7, verona, 37135, verona, italy",it00212840235,h-it0009237461,wholesale trade,whol drugs/sundries  5122 ,corporation,1932
compagnia generale trattori spa,"via padana superiore 19, vimodrone, 20055, milano, italy",it01674190028,h-it0074717448,wholesale trade,whol construction/mining equipment  5082 ,corporation,1990
stabilo international gmbh,"via messina 38, milano, 20154, milano, italy",it07310360966,h-it0038148110,wholesale trade,whol stationery/office supplies  5112 ,foreign company,2010
ariston spa,"viale aristide merloni 45, fabriano, 60044, ancona, italy",it02853230429,h-it0366850320,manufacturing,mfg electrical equipment/supplies  3699 ,corporation,2020
saviola holding srl,"viale lombardia 29, viadana, 46019, mantova, italy",it02317890206,h-it0020622082,"finance, insurance, and real estate",holding company  6719 ,corporation,2002
google italy srl,"via federico confalonieri 4, milano, 20124, milano, italy",it03660670963,h-it0007745206,"transportation, communications, electric, gas, and sanitary services",telephone communications  4813 ,corporation,2002
sacchi giuseppe spa,"via filippo da desio 60, desio, 20832, monza e brianza, italy",it00689730133,h-it0010133712,wholesale trade,whol furniture  5021 ,corporation,1957
polynt spa,"via enrico fermi 51, scanzorosciate, 24020, bergamo, italy",it04902660960,h-it0002558041,manufacturing,mfg chemical preparations  2899 ,corporation,1962
brunello cucinelli spa,"viale parco dell'industria 5, corciano, 06073, perugia, italy",it01886120540,h-it0035217197,manufacturing,knitting mill  2259 ,corporation,1991
foro delle arti srl,"piazzetta dei sapienti 1, corciano, 06073, perugia, italy",it02826440543,h-it0028057635,"finance, insurance, and real estate",holding company  6719 ,corporation,2005
pro-gest spa,"via castellana 90, istrana, 31036, treviso, italy",it01222730267,h-it0061868256,manufacturing,mfg corrugated/solid fiber boxes  2653 ,corporation,1981
zignago holding spa,"viale ita marzotto 8, fossalta di portogruaro, 30025, venezia, italy",it03781170281,h-it0002215101,"finance, insurance, and real estate",holding company  6719 ,corporation,2002
maiora srl,"via san magno 31, corato, 70033, bari, italy",it07390770720,h-it0007363818,wholesale trade,whol non durable goods  5199 ,corporation,1971
loro piana spa,"corso pietro rolandi 10, quarona, 13017, vercelli, italy",it01611400027,h-it0050583999,manufacturing,knit outerwear mill  2253 ,corporation,1924
grandi salumifici italiani spa,"strada gherbella 320, modena, 41126, modena, italy",it02654810361,h-it0066645190,manufacturing,mfg prepared meats  2013 ,corporation,2000
openjobmetis spa agenzia per il lavoro,"via bernardino telesio 18, milano, 20145, milano, italy",it13343690155,h-it0054295661,services,help supply services  7363 ,corporation,2001
2i rete gas spa,"via alberico albricci 10, milano, 20122, milano, italy",it06724610966,h-it0026173360,"transportation, communications, electric, gas, and sanitary services",gas transmission/distribution  4923 ,corporation,2009
toshiba electronics europe gmbh,"via torri bianche 3, vimercate, 20871, monza e brianza, italy",it04036590968,h-it0072814640,wholesale trade,whol industrial equipment  5084 ,foreign company,2003
sogei societa' generale d'informatica spa e in forma abbreviato sogei spa,"via mario carucci 131, roma, 00143, roma, italy",it01043931003,h-it0030784107,services,computer related services  7379 ,corporation,1976
bayer spa,"via delle groane 126, garbagnate milanese, 20024, milano, italy",it05849130157,h-it0011955988,wholesale trade,whol drugs/sundries  5122 ,corporation,1980
comarco compagnia generale di commercio arbitraggio e coperture spa,"piazza della vittoria 10, genova, 16121, genova, italy",it03278440106,h-it0070126070,wholesale trade,metals service center  5051 ,corporation,1991
vera vita spa,"via carlo ederle 45, verona, 37126, verona, italy",it03035950231,h-it0070965382,"finance, insurance, and real estate",life insurance carrier  6311 ,corporation,2000
bcc vita spa compagnia di assicurazioni vita in forma abbreviato bcc vita spa,"via benigno crespi 19, milano, 20159, milano, italy",it06868981009,h-it0068332807,"finance, insurance, and real estate",life insurance carrier  6311 ,corporation,2001
wuerth srl,"via stazione 51, egna, 39044, bolzano, italy",it00125230219,h-it0033690464,wholesale trade,whol plumbing equipment/supplies  5074 ,corporation,1963
abbvie srl,"strada regionale 148 pontina 0snc, aprilia, 04011, latina, italy",it02645920592,h-it0018360106,manufacturing,mfg pharmaceutical preparations  2834 ,corporation,2012
coop centro italia soc coop,"via andrea doria 7, castiglione del lago, 06061, perugia, italy",it02241550546,h-it0020302304,retail trade,ret groceries  5411 ,cooperative,1947
colorobbia holding spa,"via pietramarina 53, vinci, 50059, firenze, italy",it01847510482,h-it0029458269,"finance, insurance, and real estate",holding company  6719 ,corporation,1981
heineken italia spa,"localita' autoporto 11, pollein, 11020, aosta, italy",it00610140071,h-it0008973717,manufacturing,mfg malt beverages  2082 ,corporation,1865
dedalus healthcare systegroup spa,"via collodi 6/c, firenze, 50141, firenze, italy",it06405660488,h-it0040208036,"finance, insurance, and real estate",holding company  6719 ,corporation,2013
sisal spa,"via ugo bassi 6, milano, 20159, milano, italy",it05425630968,h-it0073228494,services,business services  7389 ,corporation,2006
medtronic italia spa,"via varesina 162, milano, 20156, milano, italy",it09238800156,h-it0059526548,wholesale trade,whol medical/hospital equipment  5047 ,corporation,1988
riva acciaio spa,"viale certosa 249, milano, 20151, milano, italy",it08521290158,h-it0008816700,manufacturing,blast furnace-steel works  3312 ,corporation,1986
uvet viaggi turismo spa,"bastioni di porta volta 10, milano, 20121, milano, italy",it04700360151,h-it0014372711,"transportation, communications, electric, gas, and sanitary services",travel agency  4724 ,corporation,1950
veroniki holding spa,"via larga 9/11, milano, 20122, milano, italy",it06983480960,h-it0034282432,"finance, insurance, and real estate",holding company  6719 ,corporation,2010
mbda italia spa,"via monte flavio 45, roma, 00131, roma, italy",it06700621003,h-it0061885452,manufacturing,mfg communications equipment  3669 ,corporation,2001
lg electronics italia spa,"via aldo rossi 4, milano, 20149, milano, italy",it11704130159,h-it0072819200,manufacturing,mfg electrical equipment/supplies  3699 ,corporation,1996
rai pubblicita' spa,"via giovanni carlo cavalli 6, torino, 10138, torino, italy",it00471300012,h-it0010310800,services,advertising representative  7313 ,corporation,1926
ngk spark plug europe gmbh,"via delle azalee 15, buccinasco, 20090, milano, italy",it05218860962,h-it0007979258,services,business services  7389 ,foreign company,2006
stoccaggi gas italia spa,"piazza santa barbara 7, san donato milanese, 20097, milano, italy",it13271380159,h-it0057869464,"transportation, communications, electric, gas, and sanitary services",pipeline operation  4619 ,corporation,2000
acea ato 2 gruppo acea spa,"piazzale ostiense 2, roma, 00154, roma, italy",it05848061007,h-it0067600212,"transportation, communications, electric, gas, and sanitary services",water supply service  4941 ,corporation,1999
zambon company spa,"via lillo del duca 10, bresso, 20091, milano, italy",it00714930245,h-it0036294675,"finance, insurance, and real estate",holding company  6719 ,corporation,1938
banca generali spa,"via niccolo' machiavelli 4, trieste, 34132, trieste, italy",it00833240328,h-it0002266806,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,1992
ferrero industriale italia srl,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",it03629080049,h-it0048603724,manufacturing,mfg candy/confectionery  2064 ,corporation,1980
design holding spa,"via alessandro manzoni 38, milano, 20121, milano, italy",it10446470964,h-it0062461842,"finance, insurance, and real estate",holding company  6719 ,corporation,2018
international design group spa,"via alessandro manzoni 38, milano, 20121, milano, italy",it10462810960,h-it0062835580,"finance, insurance, and real estate",holding company  6719 ,corporation,2018
flextronics italy spa,"strada provinciale 234 1/3, somaglia, 26867, lodi, italy",it02227690647,h-it0066468256,"transportation, communications, electric, gas, and sanitary services",general warehouse/storage  4225 ,corporation,2000
2v energy srl,"lungadige galtarossa 8, verona, 37133, verona, italy",it03795470248,h-it0036821411,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2012
intercos spa,"via guglielmo marconi 84, agrate brianza, 20864, monza e brianza, italy",it05813780961,h-it0002533812,"finance, insurance, and real estate",holding company  6719 ,corporation,1990
engie servizi spa,"viale giorgio ribotta 31, roma, 00144, roma, italy",it01698911003,h-it0027556999,construction,plumbing/heating/air conditioning contrac  1711 ,corporation,1985
apulia distribuzione srl,"strada provinciale 240 delle grotte orientali, rutigliano, 70018, bari, italy",it05754810728,h-it0061820628,wholesale trade,whol general groceries  5141 ,corporation,2001
ghella spa,"via pietro borsieri 2/a, roma, 00195, roma, italy",it00898971007,h-it0011090014,construction,heavy construction  1629 ,corporation,1894
synergie italia agenzia per il lavoro spa,"via pisa 29, torino, 10152, torino, italy",it07704310015,h-it0008217793,services,help supply services  7363 ,corporation,1999
avicoop soc coop agricola,"via del rio 336, cesena, 47522, forli'-cesena, italy",it01247140401,h-it0026961245,manufacturing,poultry processing  2015 ,corporation,1980
berlin packaging europe spa,"viale cristoforo colombo 12/14, trezzano sul naviglio, 20090, milano, italy",it09619990964,h-it0052364844,"finance, insurance, and real estate",holding company  6719 ,corporation,2016
trenord srl,"via roma 5, iseo, 25049, brescia, italy",it06705490966,h-it0003506304,"transportation, communications, electric, gas, and sanitary services",railroad line-haul operator  4011 ,corporation,2009
technip energies italy spa,"viale castello della magliana 68, roma, 00148, roma, italy",it04874901004,h-it0072226552,services,engineering services  8711 ,corporation,1969
metalmeccanica tiberina srl,"via zona industriale madonna del moro, umbertide, 06019, perugia, italy",it00160880548,h-it0009245189,manufacturing,mfg metal stampings  3469 ,corporation,1963
attiva spa,"via del progresso 1008, brendola, 36040, vicenza, italy",it02516310246,h-it0074673483,wholesale trade,whol computers/peripherals  5045 ,corporation,1996
coeclerici spa,"piazza generale armando diaz 7, milano, 20123, milano, italy",it00269690103,h-it0010433171,"finance, insurance, and real estate",holding company  6719 ,corporation,1920
fila fabbrica italiana lapis ed affini spa,"via xxv aprile 5, pero, 20016, milano, italy",it08391050963,h-it0039471586,manufacturing,mfg stationery products  2678 ,corporation,2013
pencil srl,"viale vittorio veneto 14, milano, 20124, milano, italy",it10338010019,h-it0023304545,"finance, insurance, and real estate",holding company  6719 ,corporation,2010
if 65 spa,"viale sant'eufemia 108/f, brescia, 25135, brescia, italy",it03419710177,h-it0043920306,"finance, insurance, and real estate",holding company  6719 ,corporation,1987
coop italia soc coop,"via del lavoro 6/8, casalecchio di reno, 40033, bologna, italy",it01515921201,h-it0028165942,wholesale trade,whol non durable goods  5199 ,cooperative,1947
american express payments europe sl,"viale alexandre gustave eiffel 15, roma, 00148, roma, italy",it14778691007,h-it0061254592,"finance, insurance, and real estate",security/commodity service  6289 ,foreign company,2018
kia italia srl,"via gallarate 184, milano, 20151, milano, italy",it07369940965,h-it0019542259,retail trade,ret motorcycles  5571 ,corporation,2011
shell italia e&p spa,"piazza di san silvestro 8, roma, 00187, roma, italy",it05160421003,h-it0075218224,mining,crude petroleum/natural gas production  1311 ,corporation,1996
volvo car italia spa,"via enrico mattei 66, bologna, 40138, bologna, italy",it00326610375,h-it0010720294,retail trade,ret new/used automobiles  5511 ,corporation,1957
guala closures spa,"via rana 12, alessandria, 15122, alessandria, italy",it10038620968,h-it0057507252,manufacturing,mfg metal cans  3411 ,corporation,1965
kos spa,"via ciovassino 1, milano, 20121, milano, italy",it10674520159,h-it0070427410,"finance, insurance, and real estate",holding company  6719 ,corporation,1984
